PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
3228,170465414,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3229,170465436,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3230,170465815,19379,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3231,170465274,2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3232,170465007,441361,C(CC(C(F)F)(C(=O)O)N)CN.O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Bosche
3233,170465050,36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3234,170465349,10921,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3235,170466857,3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3236,170464947,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3237,170465150,3053,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3238,170466518,3058739,CCCCCCCCCCCCCCC[C@@H]([C@H](CO)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3239,170464896,3042,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3240,170466674,135408763,C1=C(N=C(NC1=O)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3241,170464994,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3242,170466295,9363,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3243,170464915,3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3244,170466445,37274,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3245,170465509,65326,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3246,170464801,8307,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3247,170466438,72016,CCC1(CC2=CC=CC=C2O1)C3=NCCN3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3248,170466544,6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3249,170464974,5924,CNCC(C1=CC(=C(C=C1)O)O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3250,170464802,3291,CCC1(CC(=O)NC1=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3251,170465178,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3252,170465657,5702161,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3253,170466219,68626,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3254,170464960,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3255,170464762,3385,C1=C(C(=O)NC(=O)N1)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3256,170464874,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3257,170466246,6435335,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sequoia
3258,170464669,63002,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3259,170465089,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3260,170464715,3446,C1CCC(CC1)(CC(=O)O)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3261,170464964,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3262,170465381,71401,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3263,170464961,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3264,170465398,6172,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3265,170465837,3604,C[N+](C)(C)CCCCCC[N+](C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3266,170464841,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3267,170466309,5702293,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3268,170465005,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3269,170465001,774,C1=C(NC=N1)CCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3270,170464942,681,C1=CC(=C(C=C1CCN)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3271,170465025,3657,C(=O)(N)NO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3272,170464661,785,C1=CC(=CC=C1O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3273,170464979,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3274,170466049,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3275,170464679,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3276,170464705,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3277,170464777,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3278,170466357,5702132,CC(C)NNC(=O)C1=CC=NC=C1.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3279,170466588,133621,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3280,170465449,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3281,170465262,68624,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3282,170465024,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3283,170466647,39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3284,170465774,4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3285,170464848,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3286,170465026,11957593,CC1=CNN=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3287,170466534,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3288,170466142,441333,CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3289,170464740,21467,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3290,170465872,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3291,170464704,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3292,144214030,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
3293,170465221,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3294,170465759,13758,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCC[NH+](C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3295,170465589,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3296,170465991,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3297,170466795,9082,C(CS)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3298,170465112,441350,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3299,170465225,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3300,170465531,8667,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3301,170464999,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3302,170466561,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3303,170466483,4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3304,170465637,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3305,170465612,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3306,170466097,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3307,170466450,5358907,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3308,170465765,8246,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3309,170465006,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3310,170466029,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3311,170465959,4581,C1=CC(=CC=C1C(CN)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3312,170466273,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3313,170464916,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3314,170464910,83823,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3315,170465035,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3316,170466281,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3317,170464892,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3318,170466102,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3319,170464682,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3320,170465384,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3321,170465606,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sequoia
3322,170464906,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3323,170464755,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3324,170465901,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3325,170464656,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3326,170464817,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3327,170464902,25150753,C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2.C(=C\C(=O)[O-])\C(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3328,170464703,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3329,170464846,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3330,170465793,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3331,170465066,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3332,170465040,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3333,170464881,9279,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3334,170464761,5281032,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3335,170466242,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3336,170464952,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3337,170464697,92163,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3338,170465624,4938,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3339,170464878,7550,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3340,170464937,5795,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3341,170466093,5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3342,170465134,3001055,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3343,170466278,68712,C1CC1C(C2CC2)NC3=NCCO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3344,170465341,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3345,170465139,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3346,170465435,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3347,170465962,5092,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3348,170466663,9899402,COC1=CC=CC=C1N2CCNCC2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3349,170466264,5268,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3350,170466681,7172,CNCC(C1=CC=C(C=C1)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3351,170465185,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3352,170466321,5472495,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3353,170466744,131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3354,170466829,72124,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3355,170465034,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3356,170465834,688272,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3357,170464648,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3358,170464625,22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3359,170466639,5387,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3360,170465323,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3361,170465877,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3362,170465726,1123,C(CS(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3363,170465238,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3364,170464756,66007,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3365,170466200,5946,CC[N+](CC)(CC)CC.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
3366,170465136,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3367,170464990,441334,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3368,170466815,5610,C1=CC(=CC=C1CCN)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3369,170464943,10648,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3370,170465487,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3371,170465073,44383,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3372,170465713,864,C1CSSC1CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3373,170465781,5702285,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3374,170465234,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3375,170466860,2052,C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3376,170466868,1359,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3377,170465190,8695,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3378,170464633,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3379,170466114,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3380,170464754,5593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3381,170466013,167980,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3382,170464941,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3383,170466476,2998,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Specs
3384,170466147,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enzo
3385,170465470,5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3386,170466520,5763,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3387,170464965,657298,CCCC1=CC(=O)NC(=S)N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3388,170465350,5883,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Prestwick
3389,170464879,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3390,170465268,4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
3391,170466877,3767,C1=CN=CC=C1C(=O)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3392,170464748,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
3393,170464839,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
3394,170464677,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
